id,filler%,speaker_balance,total_word_count,word_length_2,word_length_3,word_length_4,word_length_5,word_length_6,word_length_7,8+ words,average_sentence_sentiment,minimum_sentence_sentiment,maximum_sentence_sentiment,similarity,interviewer_length,interviewee_length,ratio,cluster
p24,0.09357997823721437,0.8905038759689923,345,0.0463768115942029,0.09565217391304348,0.32753623188405795,0.15942028985507245,0.13623188405797101,0.07536231884057971,0.15942028985507245,0.21894999999999998,-0.3612,0.9127,0.8783808946609497,616,4824,7.8311688311688314,3.0
p25,0.11717171717171718,0.8519793459552496,208,0.1971153846153846,0.04807692307692308,0.1971153846153846,0.1346153846153846,0.14903846153846154,0.08653846153846154,0.1875,0.12199090909090908,-0.6369,0.9366,0.830686628818512,444,2661,5.993243243243243,4.0
p27,0.08021390374331551,0.8366890380313199,171,0.14619883040935672,0.03508771929824561,0.1871345029239766,0.13450292397660818,0.04093567251461988,0.09941520467836257,0.3567251461988304,0.10053939393939394,-0.5267,0.8047,0.8202061057090759,382,2203,5.767015706806283,0.0
p29,0.1085899513776337,0.9033674963396779,247,0.10526315789473684,0.06477732793522267,0.2874493927125506,0.1214574898785425,0.12955465587044535,0.10121457489878542,0.1902834008097166,0.2867153846153847,-0.4019,0.886,0.8389612436294556,348,3185,9.152298850574713,3.0
p3,0.14817629179331307,0.9132546842470507,546,0.027472527472527472,0.22893772893772893,0.22527472527472528,0.14652014652014653,0.11355311355311355,0.09706959706959707,0.16117216117216118,0.13536,-0.5563,0.9267,0.861230731010437,722,6703,9.28393351800554,4.0
p30,0.06666666666666667,0.753968253968254,111,0.13513513513513514,0.10810810810810811,0.24324324324324326,0.11711711711711711,0.16216216216216217,0.09009009009009009,0.14414414414414414,0.12890967741935488,-0.5216,0.8655,0.9036861658096313,490,1466,2.9918367346938775,1.0
p31,0.07007786429365963,0.8848425196850394,351,0.08547008547008547,0.042735042735042736,0.22507122507122507,0.1339031339031339,0.15669515669515668,0.1225071225071225,0.2336182336182336,0.29124262295081976,-0.3612,0.9448,0.9036440253257751,612,4834,7.898692810457517,3.0
p32,0.10890052356020942,0.9043560606060606,352,0.13352272727272727,0.06818181818181818,0.21022727272727273,0.09943181818181818,0.17613636363636365,0.11079545454545454,0.20170454545454544,0.30822391304347824,-0.4215,0.9361,0.8508980870246887,505,4890,9.683168316831683,1.0
p33,0.17300131061598953,0.8997641509433962,330,0.15757575757575756,0.051515151515151514,0.3090909090909091,0.1303030303030303,0.09696969696969697,0.07878787878787878,0.17575757575757575,0.2661683333333333,-0.507,0.9939,0.7828410267829895,450,4041,8.98,4.0
p34,0.05918367346938776,0.9342230695900858,368,0.010869565217391304,0.08423913043478261,0.25,0.1358695652173913,0.1983695652173913,0.11684782608695653,0.20380434782608695,0.2837127659574469,-0.5267,0.9307,0.8447657227516174,358,5233,14.61731843575419,3.0
p35,0.0856610800744879,0.8564593301435407,200,0.1,0.1,0.245,0.135,0.12,0.1,0.2,0.2133846153846154,-0.3612,0.7717,0.8252708911895752,461,2748,5.960954446854664,2.0
p37,0.08576998050682261,0.8621848739495799,223,0.1031390134529148,0.17040358744394618,0.25112107623318386,0.07623318385650224,0.08520179372197309,0.12556053811659193,0.18834080717488788,0.25635,-0.4767,0.9382,0.8205612301826477,423,2654,6.274231678486998,3.0
p4,0.1507607192254495,0.904881101376721,312,0.022435897435897436,0.2564102564102564,0.1891025641025641,0.11217948717948718,0.09615384615384616,0.10256410256410256,0.22115384615384615,0.17359,-0.6369,0.7506,0.7981259226799011,404,3688,9.128712871287128,4.0
p42,0.09945750452079566,0.8667711598746082,437,0.12814645308924486,0.08695652173913043,0.2402745995423341,0.12356979405034325,0.16018306636155608,0.07322654462242563,0.18764302059496568,0.21120632911392406,-0.4717,0.9412,0.9207062125205994,884,5648,6.389140271493213,3.0
p43,0.0912621359223301,0.8293075684380032,200,0.06,0.13,0.235,0.14,0.125,0.105,0.205,0.24936279069767436,-0.4019,0.8126,0.9255560636520386,544,2772,5.095588235294118,1.0
p44,0.05781865965834428,0.882830626450116,313,0.07987220447284345,0.07348242811501597,0.2108626198083067,0.13738019169329074,0.1182108626198083,0.14376996805111822,0.2364217252396166,0.24920754716981125,-0.6597,0.8718,0.8757791519165039,516,4087,7.920542635658915,0.0
p45,0.0841995841995842,0.8882733148661126,373,0.08310991957104558,0.0777479892761394,0.28150134048257375,0.17158176943699732,0.13136729222520108,0.06702412868632708,0.1876675603217158,0.3460968253968254,-0.296,0.8624,0.935651421546936,647,5098,7.879443585780526,2.0
p47,0.1056701030927835,0.7362428842504743,175,0.05142857142857143,0.10857142857142857,0.35428571428571426,0.10285714285714286,0.12,0.07428571428571429,0.18857142857142858,0.2701911111111111,-0.4201,0.9267,0.9388614296913147,753,2072,2.751660026560425,2.0
p48,0.11543624161073826,0.8592848904267589,268,0.07835820895522388,0.08955223880597014,0.29850746268656714,0.15671641791044777,0.15298507462686567,0.08208955223880597,0.1417910447761194,0.3681378378378379,-0.5859,0.8977,0.8135082125663757,616,3791,6.154220779220779,1.0
p49,0.06940298507462686,0.9222298692360633,469,0.042643923240938165,0.11513859275053305,0.2260127931769723,0.14498933901918976,0.13646055437100213,0.08955223880597014,0.24520255863539445,0.17847719298245615,-0.8431,0.9052,0.9080609083175659,575,7152,12.438260869565218,2.0
p5,0.027160493827160494,0.8635394456289979,151,0.039735099337748346,0.052980132450331126,0.2119205298013245,0.152317880794702,0.12582781456953643,0.11920529801324503,0.2980132450331126,0.15149200000000002,-0.5849,0.8834,0.8177157044410706,328,2139,6.521341463414634,3.0
p50,0.04447115384615385,0.9213732004429679,305,0.019672131147540985,0.14098360655737704,0.21311475409836064,0.16065573770491803,0.15081967213114755,0.1180327868852459,0.19672131147540983,0.16937812500000002,-0.4215,0.9209,0.7939766645431519,366,4354,11.896174863387978,2.0
p52,0.11261261261261261,0.8283582089552238,271,0.13284132841328414,0.09225092250922509,0.2878228782287823,0.12546125461254612,0.15498154981549817,0.1033210332103321,0.1033210332103321,0.2611016949152542,-0.3919,0.9497,0.9120010137557983,706,3470,4.915014164305949,2.0
p53,0.11806543385490754,0.9094437257438551,308,0.06168831168831169,0.19480519480519481,0.22077922077922077,0.1461038961038961,0.12012987012987013,0.07142857142857142,0.18506493506493507,0.17760212765957448,-0.6174,0.9482,0.8093450665473938,372,3678,9.887096774193548,4.0
p55,0.12106537530266344,0.8622129436325678,189,0.037037037037037035,0.2222222222222222,0.164021164021164,0.164021164021164,0.12169312169312169,0.07936507936507936,0.21164021164021163,0.1810625,-0.3612,0.7506,0.7715302109718323,350,2189,6.2542857142857144,4.0
p56,0.14523809523809525,0.9012875536480687,357,0.1092436974789916,0.05322128851540616,0.33613445378151263,0.12044817927170869,0.12324929971988796,0.0896358543417367,0.16806722689075632,0.16463700787401575,-0.6901,0.9245,0.8429215550422668,520,4287,8.24423076923077,4.0
p57,0.05561861520998865,0.9234800838574424,316,0.0189873417721519,0.10126582278481013,0.20569620253164558,0.11075949367088607,0.14873417721518986,0.12974683544303797,0.2848101265822785,0.28567179487179495,-0.5574,0.9564,0.847897469997406,391,4775,12.212276214833759,2.0
p58,0.03870967741935484,0.840867992766727,173,0.03468208092485549,0.08670520231213873,0.2138728323699422,0.1907514450867052,0.15028901734104047,0.15028901734104047,0.17341040462427745,0.22992750000000006,-0.3612,0.8478,0.8110305070877075,482,2408,4.995850622406639,4.0
p59,0.11738148984198646,0.8601941747572815,179,0.05027932960893855,0.055865921787709494,0.36312849162011174,0.1340782122905028,0.1452513966480447,0.11173184357541899,0.13966480446927373,0.18971960784313727,-0.6249,0.8591,0.833137035369873,383,2367,6.180156657963447,3.0
p6,0.06666666666666667,0.9334485738980121,426,0.1431924882629108,0.07276995305164319,0.19483568075117372,0.14788732394366197,0.11737089201877934,0.11971830985915492,0.20422535211267606,0.12050617283950618,-0.4019,0.8978,0.8139258623123169,392,5658,14.433673469387756,2.0
p60,0.10877513711151737,0.9342442356959864,439,0.025056947608200455,0.12300683371298406,0.28018223234624146,0.14123006833712984,0.1548974943052392,0.07289293849658314,0.20273348519362186,0.24916833333333333,-0.7656,0.9603,0.834629237651825,399,5765,14.448621553884712,1.0
p61,0.0,0.3902439024390244,18,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.2777777777777778,0.411775,-0.3612,0.9432,0.8211243152618408,391,239,0.6112531969309463,3.0
p62,0.12453874538745388,0.9132266217354675,427,0.02810304449648712,0.20140515222482436,0.24121779859484777,0.1053864168618267,0.15690866510538642,0.08430913348946135,0.18266978922716628,0.462383870967742,-0.1027,0.9516,0.8680413365364075,548,5536,10.102189781021897,4.0
p63,0.14352392065344224,0.8718209562563581,344,0.1511627906976744,0.0755813953488372,0.29069767441860467,0.10174418604651163,0.15406976744186046,0.07267441860465117,0.15406976744186046,0.27710810810810826,-0.6597,0.8885,0.7625181078910828,668,4473,6.696107784431137,4.0
p64,0.09974424552429667,0.9354066985645934,610,0.029508196721311476,0.22295081967213115,0.23114754098360657,0.16721311475409836,0.10655737704918032,0.07540983606557378,0.16721311475409836,0.28618,-0.6133,0.9636,0.8811889886856079,556,7995,14.379496402877697,4.0
p65,0.1028169014084507,0.9287115761935906,549,0.11839708561020036,0.06557377049180328,0.2768670309653916,0.15664845173041894,0.1111111111111111,0.08561020036429873,0.18579234972677597,0.36382499999999995,-0.6487,0.9649,0.8683114051818848,570,7568,13.27719298245614,1.0
p66,0.06742485783915515,0.8972303206997084,495,0.05656565656565657,0.10909090909090909,0.19393939393939394,0.1414141414141414,0.15151515151515152,0.10909090909090909,0.2383838383838384,0.3303792682926829,-0.8887,0.9711,0.8879762291908264,698,6592,9.444126074498568,1.0
p67,0.07058823529411765,0.9123434704830053,577,0.05545927209705372,0.0831889081455806,0.2564991334488735,0.14904679376083188,0.18890814558058924,0.09532062391681109,0.17157712305025996,0.18857777777777768,-0.5423,0.8251,0.9336203336715698,759,8097,10.66798418972332,2.0
p69,0.09427609427609428,0.8377997179125529,233,0.09871244635193133,0.06866952789699571,0.26180257510729615,0.1459227467811159,0.13304721030042918,0.10300429184549356,0.1888412017167382,0.29300000000000004,-0.3988,0.9442,0.8751320242881775,569,3104,5.45518453427065,4.0
p7,0.06637806637806638,0.8953488372093024,268,0.06343283582089553,0.09701492537313433,0.26492537313432835,0.1455223880597015,0.15298507462686567,0.11567164179104478,0.16044776119402984,0.14092,-0.6249,0.836,0.8570478558540344,410,3589,8.753658536585366,2.0
p70,0.12828947368421054,0.8328767123287671,132,0.11363636363636363,0.11363636363636363,0.14393939393939395,0.13636363636363635,0.14393939393939395,0.07575757575757576,0.2727272727272727,0.22498076923076923,-0.4019,0.866,0.8288488388061523,312,1621,5.19551282051282,0.0
p71,0.09955752212389381,0.8709055876685935,190,0.11578947368421053,0.04736842105263158,0.14736842105263157,0.16842105263157894,0.18421052631578946,0.06842105263157895,0.26842105263157895,0.19364102564102564,-0.3905,0.8196,0.8189412951469421,353,2470,6.997167138810198,0.0
p72,0.14012738853503184,0.8219895287958116,129,0.21705426356589147,0.06201550387596899,0.14728682170542637,0.16279069767441862,0.09302325581395349,0.10077519379844961,0.21705426356589147,0.17116969696969694,-0.5859,0.8225,0.81149822473526,363,1620,4.462809917355372,4.0
p73,0.07293354943273905,0.8727015558698727,217,0.013824884792626729,0.10599078341013825,0.3225806451612903,0.12442396313364056,0.17050691244239632,0.07834101382488479,0.18433179723502305,0.18346382978723405,-0.4215,0.9382,0.8239760398864746,481,3116,6.478170478170478,1.0
p74,0.0410958904109589,0.8271954674220963,118,0.0423728813559322,0.11016949152542373,0.1864406779661017,0.11864406779661017,0.17796610169491525,0.1271186440677966,0.23728813559322035,0.19273600000000002,-0.7635,0.8657,0.7677634358406067,312,1545,4.951923076923077,3.0
p76,0.07381370826010544,0.8621212121212121,209,0.05263157894736842,0.10047846889952153,0.32057416267942584,0.10526315789473684,0.13875598086124402,0.0861244019138756,0.19617224880382775,0.13395888888888896,-0.3612,0.6369,0.8235266208648682,514,3039,5.912451361867705,3.0
p77,0.09715242881072027,0.891044776119403,259,0.11196911196911197,0.0888030888030888,0.14671814671814673,0.15057915057915058,0.19305019305019305,0.10810810810810811,0.20077220077220076,0.2318333333333334,-0.3612,0.9819,0.8401182889938354,392,3140,8.010204081632653,3.0
p78,0.05063291139240506,0.8207792207792208,132,0.06060606060606061,0.030303030303030304,0.25,0.17424242424242425,0.12121212121212122,0.12121212121212122,0.24242424242424243,0.04563030303030303,-0.6705,0.7645,0.8222501277923584,385,1727,4.485714285714286,0.0
p79,0.11319148936170213,0.8948971820258949,410,0.14634146341463414,0.06585365853658537,0.2804878048780488,0.17560975609756097,0.08780487804878048,0.1024390243902439,0.14146341463414633,0.09238371040723985,-0.4215,0.9169,0.8496251106262207,813,5610,6.900369003690037,4.0
p8,0.12219101123595505,0.9070063694267516,333,0.21021021021021022,0.057057057057057055,0.12612612612612611,0.16516516516516516,0.0990990990990991,0.11411411411411411,0.22822822822822822,0.29377435897435894,-0.4767,0.8807,0.8231102824211121,377,3832,10.16445623342175,4.0
p80,0.08520900321543408,0.8603042876901799,226,0.05309734513274336,0.07079646017699115,0.3230088495575221,0.17699115044247787,0.11946902654867257,0.08849557522123894,0.168141592920354,0.16420568181818182,-0.772,0.9118,0.84065181016922,560,3377,6.0303571428571425,1.0
p81,0.06431852986217458,0.9171348314606742,241,0.08713692946058091,0.08713692946058091,0.2157676348547718,0.16597510373443983,0.17427385892116182,0.06639004149377593,0.2033195020746888,0.2236074074074074,-0.8877,0.9048,0.7937667369842529,303,3409,11.250825082508252,2.0
p83,0.1323529411764706,0.8464730290456431,161,0.024844720496894408,0.2111801242236025,0.19254658385093168,0.11801242236024845,0.10559006211180125,0.11801242236024845,0.22981366459627328,0.22183181818181819,-0.4215,0.8439,0.7446331977844238,389,2159,5.5501285347043705,4.0
p84,0.08333333333333333,0.9119555143651529,401,0.14962593516209477,0.11221945137157108,0.20947630922693267,0.11221945137157108,0.09975062344139651,0.10224438902743142,0.2144638403990025,0.2746999999999999,-0.3612,0.9233,0.9010512232780457,512,5245,10.244140625,3.0
p85,0.10707803992740472,0.8879935535858179,457,0.04157549234135667,0.07221006564551423,0.30196936542669583,0.1838074398249453,0.1575492341356674,0.08315098468271334,0.15973741794310722,0.4144489361702129,-0.5423,0.9732,0.8830753564834595,703,5660,8.051209103840684,2.0
p86,0.13581395348837208,0.9026028547439127,444,0.07882882882882883,0.07882882882882883,0.4009009009009009,0.13513513513513514,0.0945945945945946,0.10810810810810811,0.1036036036036036,0.3726157142857143,-0.4703,0.8999,0.8940763473510742,601,5643,9.389351081530782,1.0
p89,0.10380116959064327,0.8758002560819462,321,0.1059190031152648,0.06230529595015576,0.3302180685358255,0.11526479750778816,0.11214953271028037,0.08722741433021806,0.18691588785046728,0.34310714285714294,-0.3612,0.9657,0.8675623536109924,483,3576,7.403726708074534,2.0
pp1,0.06823529411764706,0.8018867924528302,160,0.08125,0.10625,0.24375,0.15,0.0875,0.1,0.23125,0.30460370370370377,-0.6597,0.9473,0.8890383243560791,543,2191,4.0349907918968695,2.0
pp10,0.12987012987012986,0.84,196,0.23979591836734693,0.07142857142857142,0.11224489795918367,0.15816326530612246,0.08163265306122448,0.10714285714285714,0.22959183673469388,0.29076874999999996,0.0,0.9118,0.8937767744064331,447,2488,5.565995525727069,2.0
pp11,0.09090909090909091,0.8428290766208252,197,0.14720812182741116,0.03553299492385787,0.17258883248730963,0.15736040609137056,0.09137055837563451,0.116751269035533,0.27918781725888325,0.18068000000000004,-0.5563,0.9222,0.871354877948761,398,2335,5.866834170854271,0.0
pp12,0.0613107822410148,0.8431372549019608,180,0.08888888888888889,0.06111111111111111,0.2222222222222222,0.2,0.18333333333333332,0.06111111111111111,0.18333333333333332,0.4354285714285715,-0.0258,0.9733,0.8512827157974243,434,2380,5.483870967741935,3.0
pp13,0.05185185185185185,0.823170731707317,157,0.08917197452229299,0.1464968152866242,0.12738853503184713,0.08917197452229299,0.1910828025477707,0.1464968152866242,0.21019108280254778,0.23746923076923077,-0.0191,0.8307,0.8447468280792236,435,2147,4.935632183908046,3.0
pp14,0.09225700164744646,0.8696275071633238,250,0.068,0.104,0.192,0.164,0.188,0.092,0.192,0.2796935483870968,-0.1027,0.9421,0.8960529565811157,477,3200,6.7085953878406706,3.0
pp15,0.13070725156669652,0.9178307313064914,490,0.15306122448979592,0.05714285714285714,0.2530612244897959,0.12653061224489795,0.1346938775510204,0.06938775510204082,0.20612244897959184,0.2686536231884058,-0.3087,0.9802,0.8915308117866516,534,5882,11.014981273408239,2.0
pp16,0.10315186246418338,0.9216549295774648,440,0.038636363636363635,0.16136363636363638,0.2,0.10909090909090909,0.1590909090909091,0.1,0.2318181818181818,0.22307249999999995,-0.7172,0.9635,0.8305385112762451,452,5816,12.867256637168142,4.0
pp17,0.11044776119402985,0.916970802919708,389,0.15424164524421594,0.06683804627249357,0.2159383033419023,0.14910025706940874,0.14395886889460155,0.10796915167095116,0.16195372750642673,0.27376041666666673,-0.7146,0.9639,0.8520280718803406,455,5121,11.254945054945056,2.0
pp20,0.10119047619047619,0.8129032258064516,239,0.13389121338912133,0.06694560669456066,0.19246861924686193,0.1506276150627615,0.15481171548117154,0.09623430962343096,0.20502092050209206,0.3043095238095238,0.0,0.9624,0.8646419644355774,583,2846,4.8816466552315605,4.0
pp21,0.11586452762923351,0.8711180124223602,266,0.08646616541353383,0.12406015037593984,0.24812030075187969,0.12781954887218044,0.16165413533834586,0.11654135338345864,0.13533834586466165,0.4743611111111112,-0.1531,0.9919,0.8457903265953064,415,2936,7.074698795180723,1.0
pp22,0.020050125313283207,0.905788876276958,287,0.027874564459930314,0.07665505226480836,0.14982578397212543,0.14285714285714285,0.17421602787456447,0.10452961672473868,0.3240418118466899,0.18919375000000002,-0.765,0.7184,0.8650282621383667,405,4338,10.71111111111111,3.0
pp24,0.04871794871794872,0.8210526315789474,165,0.006060606060606061,0.11515151515151516,0.2,0.09696969696969697,0.15757575757575756,0.11515151515151516,0.3090909090909091,0.28071666666666667,0.0,0.8542,0.8206561207771301,414,2142,5.173913043478261,0.0
pp25,0.12385321100917432,0.925035360678925,524,0.22137404580152673,0.07061068702290077,0.16984732824427481,0.12595419847328243,0.1316793893129771,0.08778625954198473,0.19274809160305342,0.23467101449275363,-0.4122,0.8841,0.8484449982643127,529,6745,12.75047258979206,4.0
pp27,0.08125,0.8488063660477454,277,0.11913357400722022,0.07581227436823104,0.22382671480144403,0.11913357400722022,0.1407942238267148,0.06498194945848375,0.2563176895306859,0.2084225,-0.8801,0.8074,0.9043813347816467,619,3486,5.6316639741518575,0.0
pp29,0.10287081339712918,0.908695652173913,348,0.13793103448275862,0.07183908045977011,0.20977011494252873,0.13793103448275862,0.1724137931034483,0.08908045977011494,0.1810344827586207,0.35974358974358983,-0.7506,0.9136,0.8691331148147583,431,4322,10.02784222737819,3.0
pp3,0.08793324775353016,0.9351740696278511,577,0.04852686308492201,0.1559792027729636,0.3119584055459272,0.13518197573656845,0.11265164644714037,0.1195840554592721,0.11611785095320624,0.559174193548387,0.0,0.9981,0.8824406862258911,576,7980,13.854166666666666,1.0
pp30,0.03081232492997199,0.7898230088495575,127,0.015748031496062992,0.06299212598425197,0.18110236220472442,0.1968503937007874,0.1968503937007874,0.11023622047244094,0.23622047244094488,0.26541562500000004,-0.6486,0.9359,0.8662497401237488,472,1889,4.002118644067797,0.0
pp31,0.09475806451612903,0.9009990917347865,402,0.10696517412935323,0.04975124378109453,0.2462686567164179,0.12189054726368159,0.1417910447761194,0.11691542288557213,0.21641791044776118,0.24027755102040813,-0.7512,0.9485,0.8850226402282715,580,5240,9.03448275862069,2.0
pp32,0.10694444444444444,0.8888888888888888,310,0.16774193548387098,0.1,0.21935483870967742,0.08387096774193549,0.15161290322580645,0.054838709677419356,0.22258064516129034,0.35198846153846153,-0.5423,0.9843,0.8840588331222534,445,3727,8.375280898876404,0.0
pp33,0.07308584686774942,0.9160467587672688,310,0.08064516129032258,0.08709677419354839,0.2064516129032258,0.18064516129032257,0.14838709677419354,0.07741935483870968,0.21935483870967742,0.24984285714285717,-0.4782,0.902,0.8128144145011902,404,4556,11.277227722772277,1.0
pp34,0.11715089034676664,0.9198275862068965,441,0.11337868480725624,0.08390022675736962,0.2857142857142857,0.12698412698412698,0.1383219954648526,0.08390022675736962,0.16780045351473924,0.39671136363636356,-0.8085,0.9641,0.8902026414871216,539,5762,10.690166975881262,3.0
pp35,0.0683371298405467,0.8409961685823755,183,0.11475409836065574,0.0546448087431694,0.1912568306010929,0.15300546448087432,0.18032786885245902,0.10382513661202186,0.20218579234972678,0.26735217391304344,-0.5678,0.9255,0.8466323018074036,427,2320,5.433255269320843,0.0
pp37,0.04771784232365145,0.8607142857142858,169,0.005917159763313609,0.0650887573964497,0.23076923076923078,0.15976331360946747,0.21893491124260356,0.07100591715976332,0.2485207100591716,0.2850782608695653,0.0,0.9862,0.8268610835075378,386,2449,6.344559585492228,1.0
pp4,0.11904761904761904,0.9171686746987951,503,0.0636182902584493,0.14314115308151093,0.21073558648111332,0.10139165009940358,0.1272365805168986,0.08946322067594434,0.2644135188866799,0.3443428571428571,-0.7884,0.9527,0.883080780506134,565,6604,11.68849557522124,4.0
pp42,0.04508856682769726,0.828,233,0.06866952789699571,0.09871244635193133,0.19313304721030042,0.14163090128755365,0.19742489270386265,0.0815450643776824,0.21888412017167383,0.18337499999999993,-0.4939,0.8516,0.9179382920265198,672,3248,4.833333333333333,3.0
pp43,0.11049723756906077,0.7463917525773196,153,0.0915032679738562,0.20261437908496732,0.23529411764705882,0.1437908496732026,0.09803921568627451,0.08496732026143791,0.1437908496732026,0.24480000000000005,-0.7269,0.899,0.8310083746910095,634,1932,3.047318611987382,4.0
pp44,0.10251256281407035,0.8766519823788547,431,0.1902552204176334,0.05336426914153132,0.15777262180974477,0.11136890951276102,0.1345707656612529,0.12993039443155452,0.22273781902552203,0.1996975,-0.6597,0.9617,0.9184836149215698,709,5506,7.765867418899859,2.0
pp45,0.05757575757575758,0.8753315649867374,238,0.004201680672268907,0.10084033613445378,0.2773109243697479,0.17647058823529413,0.1134453781512605,0.09663865546218488,0.23109243697478993,0.27876551724137927,-0.7534,0.8462,0.8643960356712341,456,3598,7.890350877192983,1.0
pp47,0.10355029585798817,0.7412280701754386,152,0.18421052631578946,0.03289473684210526,0.13815789473684212,0.14473684210526316,0.15789473684210525,0.1118421052631579,0.23026315789473684,0.23514210526315793,-0.3612,0.8885,0.887401282787323,573,1877,3.275741710296684,0.0
pp48,0.0892018779342723,0.7332185886402753,164,0.0975609756097561,0.07317073170731707,0.31097560975609756,0.14634146341463414,0.12804878048780488,0.07926829268292683,0.16463414634146342,0.23507333333333333,-0.4019,0.8387,0.9215882420539856,797,2157,2.7063989962358845,1.0
pp49,0.04563894523326572,0.891500904159132,344,0.06976744186046512,0.09883720930232558,0.2238372093023256,0.14534883720930233,0.13372093023255813,0.08430232558139535,0.2441860465116279,0.16319384615384622,-0.7473,0.8754,0.8675327301025391,605,5242,8.664462809917355,0.0
pp5,0.06048387096774194,0.8336134453781513,192,0.140625,0.08333333333333333,0.15104166666666666,0.15104166666666666,0.09895833333333333,0.09375,0.28125,0.2844558823529412,0.0,0.8437,0.9101102352142334,511,2611,5.109589041095891,3.0
pp50,0.06615776081424936,0.8590163934426229,266,0.08646616541353383,0.09022556390977443,0.19924812030075187,0.14285714285714285,0.13157894736842105,0.11278195488721804,0.23684210526315788,0.22405799999999995,-0.3182,0.9349,0.834047794342041,639,4098,6.413145539906103,1.0
pp52,0.09305373525557012,0.8621468926553673,281,0.10676156583629894,0.05693950177935943,0.298932384341637,0.1708185053380783,0.15302491103202848,0.08896797153024912,0.12455516014234876,0.24407241379310346,-0.5095,0.7964,0.8834205865859985,650,3991,6.14,3.0
pp53,0.07171314741035857,0.7191977077363897,110,0.1,0.14545454545454545,0.23636363636363636,0.14545454545454545,0.15454545454545454,0.13636363636363635,0.08181818181818182,0.252914705882353,-0.4201,0.8925,0.85532146692276,500,1263,2.526,4.0
pp55,0.1023454157782516,0.8574040219378428,201,0.07960199004975124,0.04975124378109453,0.263681592039801,0.15920398009950248,0.14427860696517414,0.10945273631840796,0.19402985074626866,0.27421851851851853,-0.7184,0.8545,0.8956027626991272,382,2553,6.683246073298429,2.0
pp56,0.1083844580777096,0.8519163763066202,224,0.16964285714285715,0.12053571428571429,0.18303571428571427,0.09375,0.11160714285714286,0.13839285714285715,0.18303571428571427,0.27506764705882353,-0.128,0.9075,0.8590463399887085,431,2638,6.120649651972157,0.0
