participant_id,duration,energy,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgBand2,jitter,shimmer,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3
P21,74.29209583333332,0.00974929194327033,74.84849536129728,400.2934359358437,207.3065651289086,40.904971918704575,244.38620973519429,199.4632034691868,0.748243912083213,325.44494057119516,192.98687080725915,200.83023246165226,34.90466317212717,69.40480506715367,54.91220826734987,6.96419543431954,50.98677818311021,34.50014189421518,14.492596799371132,18.41802688358089,675.5049543433734,553.5265476965321,0.019263999999999983,0.15634599999999998,149.6,0.404064,0.0002832751,62.9,3.706666666666666,0.5958,39.8683,157.3,209.7467,239.7944
P22,69.6743625,0.0050548832000000005,68.1016519497421,385.2657783178114,166.27040928605413,54.54100336179075,326.0110250094448,171.26954034311723,1.224916383713696,317.16412636806933,218.9953690334653,213.99623797469417,35.10281608754368,67.21154252555343,51.98907846243831,6.134189555922862,48.284631696815715,32.10872643904223,15.222464063358007,18.926910829248317,635.0476917437616,628.7434489014048,0.029279,0.186264,196.3,0.528749,0.00039709719999999997,62.9,2.7157333333333367,0.6067,37.250299999999996,209.4,209.9128,214.7199
P24,50.57448958333333,0.01336477390283761,79.26333888265918,407.52565734104877,215.44378649903578,44.47276138833307,277.87494489231733,207.04354160580777,0.6469138703375771,328.26231845542287,192.08187083958902,200.48211573093022,36.059643921361236,71.16133198645427,57.76566637689179,7.917495273788189,53.74111284193539,35.1016880655909,13.395665609385322,17.42021914466394,639.3496425091414,598.3161889615556,0.02192299999999999,0.16409100000000001,103.8,0.35359999999999997,0.000417759,41.6,2.1424218749999997,0.577,24.1378,110.5,221.73930000000001,218.6516
P25,80.03975416666665,0.018238108187386158,71.97871256779938,398.31074115077547,192.6351142537614,63.50881131417533,449.21122593493857,204.28848630620058,1.3937368634816205,326.3320285854231,205.67562690043354,194.02225484714035,35.69405475527998,73.44611956170665,56.95399726370148,7.415592961012253,52.57638695858266,37.75206480607644,16.49212229735636,20.869732602158738,656.8352220250104,487.5186451750404,0.033709,0.18714799999999998,257.0,0.561008,0.0004244294,79.0,2.4576000000000002,0.5657,46.8303,277.9,270.7632,255.9871
P27,41.880125,0.004843528952638869,70.96277896549873,356.96965654856433,178.47934974637676,34.96637974275652,223.60326499194866,174.4684317295678,0.9982411021775583,286.0068775825784,178.4903068008608,182.50122482019574,35.58838781523238,67.976514563189,53.31256927539458,6.444747363778186,49.448633018349156,32.388126747905716,14.663945287743513,18.527881544788944,635.9784557937608,566.8771259304191,0.019963,0.17972799999999997,103.3,0.471652,0.0005590361,36.5,2.3444437499999986,0.5759000000000001,21.875700000000002,108.2,193.8686,172.9712
P29,50.31255625,0.00656225118875738,69.89916855639748,376.1695231648019,188.29546477948892,41.746240142722215,218.0387942186794,181.95645722976252,1.1680808199558466,306.27035460891597,187.87405838394335,194.21306593043343,35.1163001194701,69.67666054751189,53.740614940111776,6.477006398912887,48.69418490131597,34.56036042771728,15.936045606928781,20.98247564606953,629.1985830911801,658.0740720330471,0.02181999999999999,0.172446,127.5,0.47197100000000003,0.0005084376,42.2,3.1597104167000016,0.7061,28.591500000000003,136.9,186.7216,199.8904
P3,98.87669166666666,0.031326228683064526,71.57832213868107,399.71134939373314,125.47643673997284,67.81677943270248,314.9915175136106,95.9228326561441,1.9567350375885186,328.13302725513535,274.2349126534027,303.78851674132096,34.61983185799926,75.82290090590232,58.9351741053062,8.24836341116622,53.03962011025236,41.20306904805431,16.887726800747366,22.783280795801208,663.3809677111905,616.8803475700417,0.036132,0.200399,286.4,0.656621,0.0003220392,78.6,4.448652083333334,0.8332,64.6845,303.0,306.2056,300.8491
P30,34.133916666666664,0.0016457054999999999,76.11173620032574,360.60818225761636,179.9691630083548,61.111530152533284,216.0935383010498,176.27458182538908,3.663894387916111,284.4964460600635,180.6390192499493,184.33360043502438,35.28795312035331,67.12755915716174,49.36520316368513,4.84392661840099,43.580887955211466,31.83960603680843,17.762355993295408,23.54667120213814,702.3552287067205,697.6267879951575,0.034949999999999995,0.202685,64.6,0.642736,0.0015613886000000001,18.9,4.576706249966667,1.2241,23.3441,69.3,194.2782,193.6606
P31,77.45694583333332,0.01761697185192973,78.50440831630922,390.2948664703683,223.66007271535955,40.889080816312756,269.596355216303,219.34534095317275,0.8776714134990684,311.790458154726,166.63479375995195,170.94952552441305,35.25245990335326,73.24676553885331,57.14065944909087,8.23692336714557,51.54816899518066,37.99430563495293,16.106106089403074,21.698596543611288,665.4240408936773,571.8575851728558,0.022866999999999978,0.15660999999999997,161.9,0.44100900000000004,0.000278155,55.8,4.116266666666666,0.8183999999999999,43.7993,174.5,208.64499999999998,195.81810000000002
P32,57.87708124999999,0.02160854815945452,75.39301032365175,401.36781137045375,200.65677877324495,42.809000221390875,287.73923613873825,194.8725867179015,0.7927448483631265,325.9748010445521,200.71103259720877,206.4952246465935,35.43289230677512,74.30545350429557,58.96028484991191,7.868585684069404,53.78024390118874,38.87256119713418,15.34516865418443,20.525209603106827,627.5091634662506,533.2227239312566,0.021757,0.16476399999999997,138.7,0.4127219999999999,0.0004107993,49.5,2.698666666666668,0.7013,34.6308,147.3,234.2312,213.48760000000001
P33,57.20632916666667,0.02070869569541505,74.2589372348421,392.4274054505507,204.32323469896392,48.027860896047336,289.5511762733892,193.5268610317319,1.0412081862833487,318.16846821343336,188.10417075158674,198.90054441881875,34.92562124770394,75.07515301419676,59.011492265843344,7.896033600945775,53.362945524654855,40.149531766277576,16.06366074803946,21.712207489535906,645.2563108906002,498.4012558204249,0.02293399999999998,0.168418,134.3,0.44106000000000006,0.00044244820000000003,46.2,3.7425552083333335,0.8668000000000001,34.7055,145.9,227.529,201.0598
P34,100.51787291666668,0.00776357508491198,66.1571045528303,356.3544094814704,183.33568602187947,44.99993067270406,256.8814362266013,173.0881452033041,1.1182229015663965,290.1973049283189,173.01872345587213,183.2662642742768,35.08303521496778,69.47620817753024,52.35001305644744,6.1988968528831085,47.884108033673094,34.39317296239417,17.12619512008279,21.592100143761428,648.2131766472205,619.7296995987856,0.02403899999999999,0.18259999999999998,249.3,0.506384,0.00032304379456272347,85.9,3.5135999999999994,0.714,60.4251,273.2,199.2842,188.6918
P35,39.20967291666666,0.008598187197358938,80.78480854747355,381.7488181767916,203.62390103827624,48.85992726356654,246.09690621125938,203.52488538047683,1.3575566292728598,300.96400962955977,178.12491713851534,178.22393279631476,35.38855574323675,68.60074074244682,54.72827569209109,6.8292341032472965,49.40065715249871,33.21218499922699,13.872465050511527,19.20008359019253,656.5619166633926,590.9877554392517,0.02014699999999999,0.169014,89.3,0.484633,0.0007166879,27.9,3.879466666666667,1.1013,21.6736,94.9,191.90429999999998,221.54319999999998
P37,40.82236458333333,0.00940535080014529,73.00411016793171,382.0388046795793,190.74198347861346,48.45485519127992,309.3766522751776,189.8532165747206,1.0489044588021104,309.03469451207593,191.29682120379317,192.1855881048587,34.69221442347167,72.6383751154473,56.85883069802016,7.7622554699915325,52.28444233278392,37.94616069236401,15.779544417848811,20.353932783105336,644.297881472796,524.6835263812073,0.023723,0.16451399999999997,100.4,0.47084000000000004,0.0005957989999999999,32.4,2.9321822916333327,0.7278,23.5778,107.2,214.9744,219.85879999999997
P4,61.87091458333333,0.00713578862308592,73.95415970241869,372.2224730500233,134.5388257062266,42.93557585299732,250.3611590117258,120.41847833838179,1.4424007643814072,298.26831334805576,237.68364734592765,251.80399471164156,35.05162606294695,67.8512602789676,54.17234211329704,7.128245991192844,49.65514710091151,32.79963421623507,13.678918166905243,18.196113178160697,658.0428161346473,604.0674745581357,0.025939,0.18907399999999996,176.4,0.562902,0.0005353654,59.1,2.5376000000000016,0.549,33.0827,183.0,250.3783,240.6615
P42,62.37468541666667,0.0199845430099341,71.75097254570407,364.4497396086202,101.21168940269845,31.857242495246016,178.02868173678561,93.72497252348538,1.0989020263849267,292.6987670627636,263.2380502059217,270.7247670873656,36.00452537147834,72.18226544578678,58.65295374689148,8.662930364579971,53.07282999759535,36.17774007397787,13.529311698686223,19.109435448189195,648.4083915963604,535.617115946666,0.024406999999999977,0.181938,148.2,0.49105,0.0004176834,49.8,4.821333333299999,0.7018000000000001,35.8213,152.8,267.9635,256.899
P43,30.913397916666668,0.0057099316612122504,69.05466386477953,363.3805310102175,101.12851872490069,43.726986407324574,285.37278454796376,87.03320296610565,1.1732491171783694,294.32586714350634,262.2520122853168,276.34732804411186,36.686576969989254,68.1020050255901,56.117912660204,6.989453587187819,51.866268368178304,31.415428056174715,11.98409236633363,16.23573665778266,644.6788959164867,517.0269478517428,0.02926899999999998,0.186435,92.3,0.48904499999999995,0.0007858225999999999,30.2,1.8368000000000013,0.5152,15.646599999999998,96.2,263.563,259.6431
P44,79.756125,0.0044178383,67.82992354998387,369.5885633455647,172.29417955341628,89.37953554006985,291.3539324390035,153.3688460674235,4.137023078608001,301.7586397952688,197.29438379225263,216.21971727824538,34.979181654534344,66.78532874603218,51.00591862799052,6.160566421843192,46.06048118939288,31.806147089988322,15.779410117254637,20.724847556186738,703.6753610875919,733.8570275108035,0.05317599999999999,0.21908699999999998,178.2,0.76249,0.0008380678000000001,57.5,4.893866666666666,0.8289,47.1631,191.7,262.1665,252.6609
P45,48.00677708333333,0.02460595076398468,74.25641670441856,358.1724420990209,121.8348765809631,35.4114903772272,254.19320437340178,111.69410282324422,0.6892093370176728,283.91602539689785,236.3375655203594,246.47833927807824,35.46336363673478,74.83811536418469,60.61335879787373,8.585011649161324,56.81348202492677,39.37475172746224,14.224756567223071,18.02463333971027,601.0209161934774,524.7290636621025,0.02442399999999998,0.18314999999999998,128.9,0.380654,0.0004218361,46.3,1.4218666666666673,0.49169999999999997,22.7449,132.8,237.7212,229.06329999999997
P47,29.820166666666665,0.00248643197351068,78.2897071083724,331.2580777667864,125.49869797977578,35.52391255248174,163.76863462168564,112.48062483124606,1.58558637445929,252.96837065848734,205.75937978701063,218.77745293554034,35.1915206514626,66.96747669190623,51.477407544044226,6.207422699618975,45.7788973537162,31.775956040096524,15.490069147514891,21.188579338097853,747.1627101522073,687.0025999614156,0.02098799999999999,0.182734,64.5,0.555321,0.0009639356,20.4,2.832,0.8901,17.7064,66.8,191.0647,181.9844
P48,43.058825,0.00480454865623779,74.51668641743296,355.85170964156396,121.37658655613112,53.122794576525294,208.97776546444038,101.65426565213671,2.8540880629784313,281.3350232227236,234.4751230854328,254.19744398942726,35.868772728370274,66.87882596878036,51.88164651228409,6.292887172703376,46.331082196733874,31.01005324026026,14.99717945646212,20.54774377244825,708.9852997422698,658.5797416306966,0.03402,0.206336,104.9,0.669392,0.0014150081,32.8,3.4460499999999996,0.7444,24.7417,107.4,239.542,230.01149999999998
P49,105.39152708333333,0.056942874796994516,73.21351981516885,358.03339298901403,119.44672120601527,26.892470934911984,137.4376657106888,112.46805569510225,0.9290145604106913,284.81987317384517,238.58667178299874,245.56533729391177,34.91712322970188,76.28061671808912,60.69735655632068,9.850705836493962,54.65661779374843,41.36349348896078,15.583260162757957,21.6239989252427,655.3392510973019,591.2483735908473,0.016097999999999998,0.158484,195.1,0.45524899999999996,0.00020627160369120857,81.5,4.21810625,0.8055,63.5398,202.2,235.13940000000002,237.4088
P5,35.34908541666666,0.0017260659,76.26392613274717,322.8013013694251,121.22128654763996,24.766910620151112,139.98089432761296,115.112409500068,1.4741051981586397,246.53737523656483,201.58001482178517,207.68889187293726,35.185343313004935,65.171953808381,50.25616163169851,5.722589785186792,46.640593322227154,29.986610494376084,14.915792175953376,18.531360485755382,714.1367214192435,717.2460331104646,0.02272799999999998,0.19276200000000002,80.3,0.5232699999999999,0.0007506859,29.7,2.5408000000000004,0.6491,18.5399,82.9,199.67159999999998,197.9016
P50,60.86094166666667,0.0049064462,72.9815051065652,353.09110971222697,102.45519951222687,44.26914255242406,214.0234573111139,88.99679987116258,1.7954141499973897,280.1096046095627,250.63591020292438,264.0943098432084,35.37387249549404,68.34558438834183,52.88290501425886,6.320485758774508,48.92949960058594,32.97171189264322,15.462679373813753,19.41608478775588,676.2819323241532,538.4853549496938,0.028983,0.19264699999999998,168.9,0.601742,0.0004918197,57.2,2.6602666666666672,0.5810000000000001,33.5199,175.6,246.7063,261.7694
P52,56.0004375,0.0026685047999999998,73.87039055665966,346.41371821816347,106.70182440167864,25.454644830796443,125.91874732826417,99.50960125584123,1.320268770209921,272.54332766218243,239.71189381881612,246.9041169618909,35.0420074007735,62.9926098059841,50.402292025154374,5.91669626722515,46.54782181778786,27.95060240510095,12.590317780711276,16.44478798808658,692.2161770855205,626.7427713373927,0.018993,0.181304,131.0,0.544876,0.00046342190000000003,47.9,2.5796739583333346,0.6131,29.225099999999998,133.0,232.92559999999997,239.4982
P53,49.21298125,0.004524947499999999,68.14606088482093,365.5031583503159,159.42469054550526,39.80573800617782,298.5885435430311,150.25314348197685,0.901408555684808,297.3570974659725,206.07846780099368,215.25001486873848,35.43668886867109,66.39320812224116,53.13138564696233,5.6069742230081365,50.47249000162528,30.956519253880497,13.26182247476937,15.920718120106415,590.1462290277585,587.0818389840056,0.025083999999999988,0.18883,153.9,0.452573,0.00040907,44.6,1.9242666666666672,0.5024,22.262999999999998,168.4,214.8629,206.4866
P55,34.316706249999996,0.001486062,69.87041678230803,331.43742290877515,174.95404186613868,31.22999303777948,181.97746905213896,171.03839758722114,1.107260099249185,261.56700612315836,156.48338103844907,160.39902532165397,34.90781497643411,64.1448786450417,50.0210247613057,5.732269787656983,46.43752086925902,29.237063668720783,14.12385388479753,17.70735777607741,695.0585872946142,665.1802883237054,0.018040999999999998,0.186329,75.2,0.44220699999999996,0.0006766745,27.5,2.0751999999999997,0.611,17.0888,78.8,160.8057,163.952
P56,53.84470833333334,0.0018696801,74.51188896139801,346.81610954038194,198.47306649894398,47.9482177453921,262.7170533993054,204.92596618797023,1.3638354360285994,272.3042205772403,148.3430430413834,141.89014335695356,34.38769149870821,63.16598801621012,48.884990443175674,5.573786700398607,44.71860199260252,28.77829651732418,14.28099757359215,18.44738602389468,692.855116520661,638.3438349161871,0.02545899999999999,0.183075,131.0,0.51078,0.0005623816,48.0,2.702933333333335,0.6141,30.170800000000003,139.2,185.9492,196.1103
P57,53.181099999999994,0.008151373172862169,71.16550979405302,326.20687441751477,190.53718049618158,37.01864099608004,289.8668216629362,185.33461485079266,0.5181283402094685,255.04136462352238,135.6696939235971,140.8722595667221,35.18747062670771,68.3964058778446,55.51706843031883,6.577697658376627,51.86285940536575,33.20893525146606,12.87933744783648,16.53354647289104,640.741769440016,609.9423893185846,0.023945999999999988,0.169195,132.3,0.309602,0.0003266376,47.4,2.5386666666666673,0.5881000000000001,28.0533,146.6,163.277,164.8551
P58,38.46545625,0.0013306577,75.32730733508352,340.7127635159885,196.357290567792,49.31271076706745,324.0886660562099,205.95199019899673,1.5390879979878629,265.3854561847178,144.35547295318162,134.76077331685462,35.30745538725489,63.12848975812555,48.50677547331363,5.060404206897411,44.74895078244847,27.821034370997516,14.621714284520243,18.37953897582502,714.5238301419288,720.0457681256237,0.03203199999999999,0.182448,102.8,0.5208999999999999,0.0009108777000000001,32.6,2.8618666666666663,0.6506000000000001,20.4799,118.5,170.9953,181.03130000000002
P59,39.8243375,0.0120278336,79.33995330809077,395.85639559001845,223.77930989687312,46.22228888663848,323.5450646369578,219.4500383523955,1.0620941390184435,316.5164422862776,172.07708569310537,176.4063572420936,34.920639310365125,74.09962376841167,57.49243931844113,8.026002476319821,52.11494193155558,39.178984457760926,16.607184449823748,21.984681836593374,650.925756428721,544.9005849175459,0.023586,0.159801,88.6,0.43964800000000004,0.0005818185,32.6,3.1757625000000007,0.7066,22.1423,97.0,222.84769999999997,223.0848
P6,90.16285625,0.0028330372999999997,72.31342652280568,345.2031540928366,108.97921743399306,21.494704739233683,110.00241997092087,103.7836579005638,1.452621966571397,272.8897275699647,236.2239366565414,241.41949619227276,35.514781744005916,63.284038179742424,48.98916133427806,5.093704896129819,45.49424066001447,27.76925643543108,14.294876845408131,17.789797519727962,697.2508484889086,724.9056298836465,0.019015,0.192858,225.9,0.5810489999999999,0.0003300656,82.9,2.3508489583333367,0.5943,48.9089,227.2,243.52579999999998,240.1076
P60,79.71225625,0.01168438451795733,72.71556626744098,385.1634062009629,198.25761873636762,40.80758535937145,209.19840467123132,186.793933983796,1.0355724634247983,312.44783993353076,186.9057874645953,198.3694722171669,34.887161066102856,72.10390223036667,55.43553743649592,7.282318906631877,49.901925789405304,37.21674116449876,16.668364794014234,22.20197644175017,673.1859763361017,559.5230805694991,0.01935399999999998,0.171913,185.9,0.463027,0.0003213296,72.7,3.6405333333333316,0.7112,49.0055,197.9,208.118,214.6634
P61,24.315891666666666,0.0006491519,77.59343560335085,293.9394540025131,184.55786060172574,36.17713104456431,198.916040975446,187.9744521514899,1.7058690678896145,216.34601839788152,109.38159340031059,105.9650018510046,34.33871370379073,61.33685376195183,47.35139548169134,5.0203943270850315,43.082669845709255,26.998140058377352,13.98545828047674,18.254183916458825,738.6896063917153,724.8321718854256,0.02647,0.19201799999999997,52.7,0.502669,0.0013226523,20.3,1.9349333333333338,0.6904,13.094800000000001,55.9,143.71970000000002,142.7221
P62,84.50965208333334,0.01131056697512398,74.53415251481042,393.86124407534516,198.84217393441295,39.42237538014708,227.5810673644221,194.83542274120364,1.0747411011947885,319.32709156047696,195.01907014093223,199.02582133414154,34.60405939740302,70.84237867854694,55.20289869930976,7.49462303783245,50.52740490990403,36.23831928147966,15.639479979331771,20.3149737690567,723.2830776726302,621.6804236651385,0.02012799999999999,0.165653,186.6,0.48895999999999995,0.0002919769,77.3,2.8190697916666663,0.6031,46.9416,197.5,249.2579,243.5908
P63,67.24657083333332,1.336217967034343,71.95907014228733,380.56687268691957,101.58621543794006,38.13456127530026,179.08350220756608,90.68241411507351,2.132756523186353,308.60780254479954,278.9806572490828,289.8844585685878,43.41490588864574,69.99232843820894,56.10497432039504,4.679586289665819,52.67632812900958,26.577422548900586,13.887354117522898,17.316000308804156,715.8999456218589,610.7051020637049,0.03174099999999999,0.183148,176.3,0.658495,0.0005882111,62.9,2.4885333333333337,0.6025,37.500299999999996,189.6,290.81219999999996,281.384
P64,98.11455833333333,0.02073981829408139,72.69744748460721,393.54344810373095,113.24932840252458,30.95557936863529,200.6674434927054,104.82206653484052,0.9203276014302537,320.84600061895765,280.29411969735486,288.7213815685176,35.60834000676873,72.04717531902902,56.8102202272093,7.620073622802325,51.88073263016927,36.438835312429674,15.236955092269387,20.1664426888819,679.0935182908902,597.8958891126075,0.02372199999999999,0.18378299999999997,262.9,0.47652400000000006,0.00022541089999999998,87.7,2.8009864583000015,0.6418999999999999,55.9304,271.2,279.1074,269.3667
P65,125.231825,0.01800361690982622,70.46082365419718,391.0599411469192,118.19227659330893,35.5126120480403,202.00063748499298,109.13983094671364,1.1508014659337733,320.5991174939986,272.86766455324,281.92011019949484,35.42288205277961,69.1665328825725,55.41506976637189,7.418181901512719,52.04530778282577,33.74365082970373,13.751463116054168,17.121225100012875,622.3272861780231,603.4895111594874,0.02125699999999999,0.17340799999999998,311.4,0.5335150000000001,0.00019108778269636377,116.5,2.5469041666666685,0.5408999999999999,61.7975,323.3,276.9945,263.28679999999997
P66,80.95901875000001,0.016755084601081,72.84592671087918,373.82343250145425,118.9077137233788,36.711131920542456,273.86931544778747,107.85404258479191,0.729777169777337,300.97750579514116,254.91571877807547,265.9693899186619,36.340420825003626,72.8963337928936,56.72214390075302,6.45817187632222,52.851706423650704,36.555912967675994,16.174189891436107,20.04462736899925,616.519179171446,677.0013573306754,0.026370999999999988,0.19064999999999996,258.0,0.42045899999999997,0.0002463537,72.3,4.061866666666669,0.6355999999999999,44.6399,272.9,264.6919,256.6529
P67,106.27216666666666,0.018618290110306468,73.39801222419939,369.12694972010866,133.6462392747987,34.143367185702296,157.0326030226309,124.83922153035572,2.1515436805599557,295.72893748976924,235.4807104423685,244.28772818823964,33.370395777917906,78.36426757401011,56.221025825225766,7.942250623693217,50.82951175342201,44.99387179571689,22.143241748326165,27.534755820200253,620.251069364168,568.6453379734253,0.020828,0.17282199999999998,257.1,0.6058990000000001,0.0003281709,93.5,3.8261333333333347,0.7285999999999999,66.5082,275.4,243.8989,238.8007
P69,55.68661458333334,0.0031153298,71.64481385196027,371.50030788042625,110.0948721730089,58.132134658014536,264.7454308344773,88.08687531591225,1.8362940031012116,299.8554940288286,261.4054357121983,283.4134325645172,35.29133279925353,65.26523203163296,51.32455057432596,6.097968008206528,47.06345715639816,29.97389923264572,13.940681457573291,18.201774875501094,696.9315217781788,585.7061819905642,0.033519,0.19237500000000002,144.4,0.633796,0.0005326113,46.5,2.485333333333334,0.6843,31.8145,154.0,275.98879999999997,275.5089
P7,40.96146041666667,0.00454964714275774,79.04201690773178,318.98233189440924,121.68345173649084,30.200915617367436,173.47912257812763,112.97338147886464,1.2425538697194092,239.9403149860779,197.2988801579184,206.0089504195319,35.78569264375233,67.61512779655797,53.82934032157851,6.7343106843721685,50.392181988360214,31.82943515191107,13.785787474067996,17.222945807487186,696.3255098434365,592.0676038810855,0.02152499999999999,0.18516899999999997,114.4,0.48032,0.0007748154999999999,34.9,2.1098666667000003,0.4993,17.6135,120.0,198.8861,189.3743
P70,30.228614583333332,0.00432848592699974,73.39566397646205,356.15158957831505,233.65842191050533,38.900661256034745,314.20929577958634,235.22191820547647,0.41955288832835375,282.7559255998134,122.49316766577007,120.92967137052437,34.885223160415265,67.74140677911767,54.7678551221256,6.9235494345027835,51.621681444917066,32.85618361910157,12.973551657182318,16.11972533426846,644.6128779029934,625.0325247564067,0.021572999999999988,0.15464599999999998,52.3,0.253056,0.0005494645,26.0,1.5708427083333327,0.5279,13.5685,57.9,166.5297,165.6624
