participant&question,duration,energy,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgBand2,avgBand3,jitter,shimmer,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3
P4Q1,15.620979166666666,0.000905552,78.97259519228429,250.52166506539976,124.40836745854739,24.92907107804485,146.59852276748285,115.2092051432512,1.344360902255639,171.54906987311546,126.11329760685237,135.31245992214855,36.48374905732775,65.89301699601657,51.62891274,6.5586792904404945,47.045064898332114,29.40926793868882,14.264104260837073,18.847952097684455,695.3923677,643.9159522972645,648.7954360646795,0.01829,0.16890000000000002,35,0.54156,0.001503759,16,2.048,0.543,8.693,34,123.475,127.443
P4Q2,58.05408333333333,0.005526906,75.33383958658816,381.7888061454671,129.83180860761516,38.90443762,226.73987106082973,116.94782516267996,1.2187380497131932,306.45496655887894,251.95699753785195,264.84098098278713,34.63795875341942,66.38899507728807,53.77120778318841,7.000719219887937,49.82806005299095,31.751036323868654,12.617787294099664,16.560935024297123,667.0965651688538,642.7805666500038,592.5633018170455,0.02415,0.18425999999999998,162,0.53805,0.000382409,52,1.7706666666666635,0.503,26.155,166,270.674,266.106
P4Q3,79.50377083333333,0.010345850746283152,67.12044971172234,393.40825136151193,145.8795205942272,52.29660129,344.9777805396209,126.87436540245398,1.351879254217224,326.28780164978957,247.52873076728474,266.53388595905795,35.51815750677999,69.70973712903636,55.126976932896376,7.241345977658629,50.793061724789354,34.19157962225636,14.58276019613998,18.916675404247002,673.6733797981658,622.7740936184603,597.0022917620263,0.027850000000000003,0.19054,264,0.55031,0.000295946,74,3.146666666666667,0.53,39.2,277,294.4,273.161
P4Q4,55.955729166666664,0.009532921,75.31173400804593,396.18268161865313,147.13802390551936,60.965435717065596,343.9159020071124,124.70173134942613,1.546448087431694,320.87094761060723,249.04465771313377,271.48095026922704,34.74138424257882,72.75563944646757,56.29842981,8.617566291494052,50.126633408045734,38.01425520388875,16.45720963823497,22.629006038421835,721.0400786639235,604.7066295333993,583.2031679073943,0.028370000000000003,0.19002,153,0.48869999999999997,0.000455373,48,5.493333333333334,0.655,31.456,162,250.746,280.988
P4Q5,29.8430625,0.004699321,77.49727974014344,374.0840546485176,139.30302449712772,42.83093551918681,301.5247177230554,124.86107625151615,1.1919117647058823,296.5867749083742,234.7810301513899,249.22297839700147,36.055766036659286,67.41506628163245,55.939846544685096,7.435158161519305,51.97432576388727,31.359300244973163,11.475219736947352,15.440740517745176,669.1592866373032,556.1009244366821,558.0392629391588,0.02626,0.18564,95,0.55906,0.000735294,34,1.7600000000000016,0.466,15.829,97,245.531,241.167
P5Q1,25.835895833333332,0.001100027,74.22052838306466,321.8512697261117,120.09602209450827,27.141433113714513,148.72344025130477,113.82450486382713,1.6326530612244898,247.63074134304702,201.75524763160342,208.02676486228455,36.050602820697904,63.901552114210446,50.281915060877566,5.186265267284461,46.99015499988877,27.850949293512542,13.61963705333288,16.911397114321673,748.4304096588265,760.5990949142887,662.1493304,0.03137,0.19739,62,0.51276,0.001020408,17,1.8880000000000017,0.738,12.539,68,149.736,190.414
P5Q2,40.278333333333336,0.004205606,75.02995826289433,332.3512259429632,122.76555127341307,29.595434413291773,155.34607771325003,114.70262117695712,1.1347480106100796,257.3212676800689,209.58567466955014,217.6486047660061,36.460920573984474,67.54614314711893,54.17449621,6.773541229781169,50.368568925631045,31.085222573134452,13.371646933667826,17.17757422148788,737.6086646572044,739.6732957393668,621.6800129834783,0.021640000000000003,0.18059,90,0.5149,0.000530504,39,1.5786666666666669,0.555,21.664,96,219.788,162.875
P5Q3,34.982791666666664,0.003338595,75.89062205953378,291.9389009789516,124.56202006167774,26.60146063875587,156.46578342218345,115.34193551870742,1.1775700934579438,216.04827891941784,167.37688091727387,176.59696546024418,36.18765783048108,67.46264334857413,53.78486787584437,6.929393667709769,49.48166079046629,31.274985518093054,13.677775472729763,17.98098255810784,731.9349816106849,765.6150086965564,624.9959660931635,0.024940000000000004,0.18117000000000003,81,0.48019,0.000623053,30,1.482666666666665,0.589,17.664,82,141.499,164.171
P5Q4,33.699020833333336,0.002273887,74.12869047,337.89691459420845,124.94505949307649,34.71621713324029,199.39106072938617,114.48718678443134,1.291354663036079,263.7682241193394,212.95185510113197,223.4097278097771,35.66806060198571,66.77333082632349,52.276599590749484,6.005236408558763,48.87188239605216,31.10527022433778,14.496731235574003,17.90144843027133,705.6025870496442,732.1549661510342,639.4871372921657,0.02481,0.19551,95,0.56253,0.000680735,28,2.240000000000002,0.59,16.512,92,225.244,220.713
P5Q5,19.417041666666666,0.000840396,97.06084634971339,271.26607071616127,120.43586138384563,24.69716795869726,154.56901863254507,114.7808783619902,1.3955500618046972,174.20522436644788,150.83020933231563,156.48519235417106,36.190038721371714,62.592181839873966,50.355750560329156,5.837778853,47.63719661,26.402143118502252,12.23643127954481,14.954985225578163,755.2885564866344,756.8240541476175,664.7306219299862,0.021960000000000004,0.20109000000000002,45,0.48543000000000003,0.001236094,15,0.8960000000000002,0.516,7.744,47,142.675,156.702
P6Q1,106.57410416666667,0.003998461,72.60968081202788,337.7340222484598,105.79277097527611,21.77508268788229,101.64835118457167,99.92278783833282,1.1872305481420653,265.1243414364319,231.94125127318367,237.81123441012696,35.770781562507324,65.43602140308522,49.70351963844106,5.075782134021536,46.72256881644104,29.665239840577897,15.732501764644162,18.71345258664418,702.8921900246518,774.8976582,653.2307964,0.01641,0.17965,266,0.54329,0.000205297,103,2.193718750000002,0.545,56.114,266,241.593,246.137
P6Q2,77.92514583333333,0.002703989,73.93731675569357,392.49193568952495,108.18663455132513,22.89881391,121.52633539723419,100.97894074690169,1.204641947353524,318.55461893383136,284.3053011381998,291.51299494262327,36.034780074453046,65.46195379879146,49.387433405167364,4.961727724,46.45602594165888,29.42717372433841,16.07452039362409,19.005927857132576,707.7783810435018,751.0081252990153,648.6223032815064,0.0198,0.19498000000000001,208,0.53685,0.000283046,84,2.239999999999995,0.493,41.373,209,293.033,282.963
P6Q3,124.9094375,0.004869469,74.04364857191719,308.29319711097065,105.11733238015218,20.702747604328096,108.1361399350421,99.65483630298536,1.1185951815405497,234.24954853905348,203.1758647308185,208.6383608079853,35.972907484485766,64.25868557355321,49.8914902,5.194183506895226,46.66536272094303,28.285778089067442,14.367195373820806,17.59332285261018,696.9028376727393,755.0661000393648,637.4203093072416,0.01813,0.18954000000000001,352,0.53439,0.000169664,129,2.3359999999999985,0.526,67.899,353,207.741,191.033
P6Q4,40.8725,0.001933472,73.57277646457204,392.5451066829686,109.3951531492333,22.82066961956683,138.2741976653231,102.5007724001224,1.074149314372778,318.97233021839656,283.1499535337353,290.0443342828462,36.10845950097347,65.61432472402787,50.73550951472995,5.230320843510359,47.847357255511454,29.50586522,14.878815209297919,17.766967468516413,699.3361801124505,758.2014820258997,624.5690359056875,0.01939,0.19617,97,0.49514,0.000507872,37,1.365333333333334,0.523,19.339,98,277.226,271.049
P6Q5,58.443875,0.00251917,73.14529433595477,345.0063905737691,110.7513093762583,28.61357143116208,153.22030569406067,103.05713664087104,1.2125,271.86109623781437,234.25508119751083,241.9492539328981,35.97276009758841,63.35506999883945,50.327235411035545,5.321177794942188,46.949255608117554,27.382309901251034,13.027834587803902,16.405814390721893,697.4113695816523,742.6248222478575,638.5821786978455,0.02171,0.19463999999999998,173,0.56469,0.000378788,56,1.520604166666665,0.544,30.491,172,239.48,248.995
P7Q1,11.010625,0.000527846,75.03353089811405,298.94289595071086,128.62451303117405,41.684312417508146,165.06429999012516,113.16387400536193,1.4131868131868133,223.9093650525968,170.31838291953682,185.77902194534892,35.634925965088804,64.43425270634611,50.80863031648992,6.133522524834442,47.818787373380644,28.79932674125731,13.625622389856197,16.61546533296547,775.7933327943502,630.5106383952168,665.6241081,0.01831,0.17085,27,0.43465000000000004,0.002197802,6,1.0239999999999991,0.526,3.157,29,173.106,173.04
P7Q2,35.66489583333333,0.00324186,72.15246697385308,289.3548356877774,123.84673682045944,36.27694967,218.86132773991142,111.40706105670452,1.0811915887850467,217.2023687139243,165.50809886731793,177.94777463107286,35.38299082888802,66.06388326004806,53.57252654648192,6.4543848998061115,50.39174324475739,30.68089243116004,12.491356713566141,15.672140015290665,704.0512056462148,604.8575792988812,647.8003147058427,0.02476,0.18969999999999998,109,0.49891,0.000584112,36,1.3546666666666702,0.435,15.678,113,186.586,183.245
P7Q3,65.82445833333334,0.007072926,75.03404852,329.9123921678436,112.74300007369885,26.5416537,156.0088540902399,106.78860263036697,1.15,254.87834364681112,217.16939209414477,223.12378953747665,34.892664419992556,67.61096166901156,54.295960341610545,6.855512903923816,51.158732164625675,32.71829725,13.315001327401013,16.452229504385883,719.8590960505655,600.5790303,631.4978864479008,0.02214,0.18059999999999998,182,0.52759,0.000326797,59,1.706666666666667,0.488,28.774,182,225.029,205.6
P7Q4,71.8085,0.010174937427577484,87.65441039873312,333.9975079155172,115.32745849870913,28.568314215188416,120.16959068204878,107.98028664679055,2.0359560067681897,246.34309751678407,218.67004941680807,226.01722126872664,35.92740783,75.47813184,55.49626880488433,7.243415158883138,52.35079024546329,39.550724003946904,19.98186303188357,23.127341591304614,723.3221811208132,606.1592084615833,592.7349772075007,0.016730000000000002,0.1782,197,0.58492,0.000423012,59,2.570666666666667,0.557,32.853,212,224.33,223.281
P7Q5,55.53191666666667,0.007049755,77.80088505,316.80755943402824,117.84613283721107,31.85958687161274,180.34998135622834,108.18147246734908,1.246054229057062,239.00667438817243,198.96142659681715,208.62608696667917,35.83910650737015,67.0715537,55.02103411,7.648299353946456,51.04060423088647,31.232447188756254,12.050519584371798,16.030949465239928,740.0866240120308,601.7740228945626,589.9196092109627,0.01958,0.18605000000000002,141,0.5295300000000001,0.000404694,45,3.0719999999999983,0.574,25.829,142,192.152,187.973
P8Q1,30.6313125,0.007451732,76.36053671,331.28907327713455,117.15515424856781,44.627990853911115,262.42534506400705,104.4180210722586,1.3412394797245601,254.92853656817806,214.13391902856674,226.87105220487595,36.12059554946349,72.78129605849402,57.84986392752258,8.860535910745938,53.21299125863156,36.660700509030534,14.931432130971444,19.56830479986246,672.7430993661504,665.0729689077202,631.5285666115186,0.02428,0.17690000000000003,81,0.52222,0.000765111,23,1.9200000000000017,0.69,15.872,88,221.97,200.271
P8Q2,83.4633125,0.025918061644770205,74.05324728490835,359.4158952571911,123.62725709569726,51.56541098315465,283.1464824950033,105.19008086833298,1.311720698254364,285.36264797228273,235.78863816149385,254.2258143888581,35.85365507504672,72.99061927808097,58.90433230405136,9.111283334,53.44255085524394,37.13696420303425,14.086286974029612,19.548068422837034,676.5060843122762,685.4904596,607.9654002969914,0.02642,0.18588000000000002,216,0.5571200000000001,0.000277085,71,2.805333333333337,0.661,46.896,228,263.459,216.004
P8Q3,84.86841666666666,0.031966046776641936,72.04152422308351,391.85223089561987,124.19361241817103,49.655937219968344,281.12894171625163,107.57456054835248,1.3616369710467706,319.81070667253636,267.65861847744884,284.2776703472674,34.96980491984527,75.48875083431822,59.74244301646312,9.327203009634665,53.374109195311775,40.51894591447296,15.746307817855104,22.11464163900645,655.6575889764468,677.3640369177771,665.0980206930946,0.02682,0.18742999999999999,218,0.5750000000000001,0.000278396,80,2.1653333333333364,0.636,50.92,238,274.754,275.984
P8Q4,50.302791666666664,0.012345259385717023,71.91074754823924,371.9087110865928,130.6971640742518,53.34461584113752,304.69746580586036,108.54449413104518,1.5135,299.9979635383536,241.21154701234101,263.3642169555476,35.89542759588554,74.18804739131244,57.88007208667036,8.569487979413957,53.436193964271446,38.292619795426894,16.307975304642078,20.75185342704099,655.9958466,725.7730626446893,714.7330763921126,0.02733,0.18571000000000001,131,0.6013499999999999,0.0005,41,1.4826666666666668,0.622,25.482,137,237.453,198.953
P8Q5,42.43420833333333,0.011167922887272046,70.34167778888539,337.84126313504294,133.78571123833075,55.41049287120236,310.01571672497636,109.96410475960862,1.3608017817371938,267.4995853461576,204.0555518967122,227.8771583754343,35.57195613136433,72.67307647061062,58.188524699789724,9.082747426260688,54.07387020021348,37.10112033924629,14.48455177,18.599206270397147,662.0052631728648,756.2196605547424,618.0655373844432,0.03032,0.19050999999999998,109,0.54063,0.000556793,34,1.6426666666666652,0.619,21.052,119,220.212,188.375
P10Q1,36.828875,0.009300183,71.59135966825515,259.1196189761948,106.72993758270003,15.45084459897524,100.97151121194224,104.82397054650224,1.0927189988623436,187.5282593079396,152.38968139349475,154.29564842969253,35.702016182251235,68.89832736636859,58.01064020632321,8.996800942447907,49.460184781793686,33.196311184117356,10.887687160045381,19.438142584574905,750.5703862471782,627.2454462100568,686.5081592,0.013580000000000002,0.14263,59,0.47340000000000004,0.000568828,23,2.0586666666666673,0.777,17.877,63,136.442,152.148
P10Q2,126.05347916666666,0.048711906,79.87573900856275,322.8076017200119,110.87354249853891,23.806681142632332,161.03227851672767,105.63183206933998,0.6464593676509015,242.93186271144918,211.9340592,217.17576965067195,36.02299986323712,72.91429625718786,59.852976420226895,9.435399457644994,55.049065739809045,36.89129639395074,13.061319836960962,17.865230517378812,645.7147998941816,581.3619397012214,654.8346088437164,0.01719,0.16689,252,0.37378,0.000130651,101,2.3679999999999986,0.626,63.221,263,208.674,196.755
P10Q3,99.09627083333334,0.045472060026038284,71.91504049261569,356.28833187998725,112.51810940728599,25.98726492810724,180.61779980436881,106.33360012117623,0.6947818648417451,284.3732913873716,243.77022247270128,249.95473175881102,35.45332196656271,73.62180197,60.59900316,9.677067879642744,54.43124712558182,38.16848000147469,13.022798812304003,19.190554842455583,640.6218188732485,611.4198114,650.2449026246649,0.01803,0.15945,208,0.39130000000000004,0.000171086,82,2.8160000000000003,0.631,51.751,219,239.371,199.278
P10Q4,67.20320833333334,0.027918803675915115,76.32325044117152,391.57735440307874,114.75279550055627,30.78665314110483,193.7933453,107.1965094698406,0.7135204081632653,315.2541039619072,276.8245589025225,284.3808449332381,34.99595490666104,72.32062504375261,60.16885742874615,9.871212486406737,54.113197018632626,37.32467013709157,12.151767615006463,18.207428025119988,670.2276271747368,610.0033629038192,683.4070661,0.0187,0.16842,128,0.36589,0.000255102,43,2.805333333333334,0.778,33.447,142,274.572,292.265
P10Q5,57.71122916666667,0.029187401303885658,74.23346981676555,399.8838282880355,119.90409262461381,33.547584193629234,194.91408402085017,109.42150059591572,0.9787307032590051,325.65035847126995,279.9797356634217,290.46232769211974,35.055863977580294,77.16393551586384,61.02408026959005,10.414285109288734,53.14953605958641,42.108071538283546,16.13985524627379,24.01439945627743,686.4281954240973,609.4464915783868,649.2054274827658,0.0211,0.17257999999999998,100,0.45420000000000005,0.000343053,41,2.4639999999999995,0.804,32.978,112,299.927,269.779
P11Q1,41.40627083333333,0.00369888,79.22481707264483,391.6258384132963,180.99333551904016,30.911844175130188,178.7273638936878,180.14549340453723,0.6837606837606838,312.4010213406515,210.63250289425616,211.4803450087591,35.12029467542854,66.22847700123842,53.49564685952919,6.494104192,50.46695008,31.108182325809878,12.732830141709229,15.761526920101616,676.4050739228024,544.7285883983569,626.6560704463761,0.01576,0.15789999999999998,108,0.39598999999999995,0.000407,39,1.7066666666666706,0.595,23.188,116,146.863,177.232
P11Q2,43.38977083333333,0.005646605,73.62172782309278,418.9172955719426,190.2993247508068,36.45355787523807,229.3503159365354,184.76716421688027,0.5826944140197152,345.2955677488498,228.6179708211358,234.1501313550623,34.74593714904424,67.20189404402386,55.130008232581716,7.262827715609135,51.8492738,32.45595689497962,12.071885811442144,15.35262024541516,651.6979647921156,553.8846688089126,604.0243647463593,0.01828,0.15879,96,0.35966000000000004,0.000365097,42,3.9028854166666633,0.519,21.812,105,167.034,194.852
P11Q3,88.01929166666666,0.016138032277687064,72.71962978,404.03566344137926,189.7288443406117,36.530754786629856,239.20987969421384,186.57324586893924,0.6166850422638736,331.31603366394575,214.30681910076757,217.46241757244002,34.99979114884311,72.19443107599952,56.61555203377535,7.702058038514126,52.83370704791211,37.19463992715641,15.578879042224166,19.36072402808741,653.9009225838178,517.6101405989796,595.6440279,0.01693,0.16237,207,0.37893,0.000183756,80,6.506666666666668,0.568,45.407,213,203.314,291.056
P11Q4,45.86920833333333,0.006251428,69.83532590776565,399.60413029475257,188.80200502991974,36.55866422452476,227.07802411573869,184.01453760443303,0.6350338922582947,329.7688043869869,210.80212526483282,215.58959269031953,34.36518738656558,67.35736471688948,55.33020764521691,7.517428391723641,51.44221712325242,32.99217733,12.027157071672569,15.915147593637059,666.4542419646492,552.6007364,592.1134413321613,0.01833,0.16337,108,0.38964,0.000356761,45,1.8986666666666707,0.569,25.585,118,233.704,171.699
P11Q5,33.472125,0.004367069,72.62643315201912,305.8396931,182.79849884848417,39.103419544086734,257.40231258795495,183.45961587646457,0.6248785228377065,233.2132599189349,123.04119422246984,122.38007719448944,35.46732958892259,67.67407512008465,55.14220389998301,6.966850779481585,52.19526968301704,32.20674553116206,12.531871220101642,15.478805437067614,649.5698862427954,517.6245773,643.0961872575948,0.01791,0.16169,85,0.31136,0.000485909,31,0.9760624999999976,0.412,12.773,87,130.522,180.518
P12Q1,38.0520625,0.007072026,73.62570356003442,399.7189126230383,186.95777307174185,47.90275751979607,305.78561279477486,186.92537627783256,0.6042194092827005,326.0932090630039,212.76113955129645,212.79353634520575,32.164941756216834,71.25441986495811,56.67415882575858,7.8897693964340165,51.541183940913854,39.089478108741275,14.580261039199527,19.713235924044255,648.2254023091593,579.9281120825797,759.4736142738959,0.017130000000000003,0.14898,91,0.37381000000000003,0.000421941,26,6.432,0.991,25.767,94,209.242,209.544
P12Q2,26.387854166666667,0.00397102,76.00506637793353,391.7386510824861,173.6480938130039,42.489494402826146,268.0212623437753,179.8471454130249,0.6945337620578779,315.7335847045526,218.09055726948222,211.89150566946122,33.376731236652816,73.50286570736712,55.76235767,6.9803066502192666,51.99133166717061,40.126134470714305,17.74050803955722,21.51153404019651,667.2961580873982,554.3454714196753,707.4978591900915,0.02073,0.15959,72,0.40051000000000003,0.000643087,23,3.273927083,0.7,16.106,72,136.287,112.869
P12Q3,62.145354166666664,0.018396170165632306,68.88717257257858,306.1012562589297,176.4447249098626,46.35497674557485,236.55199788763903,182.59658410863568,1.257724463831334,237.21408368635113,129.6565313490671,123.50467215029403,32.50893816319099,77.42913514748759,58.69712809954106,8.605991306703558,50.479175855760616,44.920196984296595,18.732007047946524,26.94995929172697,660.2638829830858,588.5311608371777,731.1322064480174,0.01677,0.15922,182,0.55104,0.000363504,26,10.143999999999998,1.978,51.424,190,153.721,141.321
P12Q4,33.65408333333333,0.00704991,75.10083624618315,252.44476517898383,180.4471331137085,32.50286028385743,253.87966768481627,183.91424346400711,0.625725338,177.34392893280068,71.99763206527533,68.53052171497671,32.806139988184704,71.93118472192282,57.19939909,7.663411181178647,52.72732407630019,39.125044733738115,14.73178562774632,19.203860645622626,662.8325333559333,559.3713284,699.5855973023523,0.01825,0.15786,76,0.34367,0.000483559,31,1.4293333333333322,0.667,20.678,76,139.782,143.667
P12Q5,19.312854166666668,0.003536954,74.91329252316326,281.7284085,187.53573874946193,33.22219896862846,266.3125157,187.1241554424566,0.8396946564885496,206.81511600951472,94.19266978321605,94.60425309022136,35.006641007662594,68.69521432623229,56.620541151367036,7.8630330553354515,50.57115858757718,33.688573318569695,12.074673174865254,18.12405573865511,647.8150073381979,584.7460086161401,810.7725491,0.01998,0.13936,40,0.31846,0.000954198,14,1.6853333333333325,0.562,7.872,42,125.024,135.288
P13Q1,38.46991666666667,0.001060738,78.10851985758431,326.15853423622326,180.68325668550884,41.01344273142006,221.86220813206262,189.74434334068292,0.6974381625441696,248.05001437863893,145.47527755071442,136.41419089554034,32.81847393244293,60.212230282147814,48.39224513513814,5.818512883772633,46.07790664,27.393756349704887,11.819985147009675,14.134323647033014,606.0058357484812,673.5066601063209,846.5672797,0.01963,0.16927,98,0.41542,0.000441696,35,1.3226666666666667,0.49,17.152,96,144.54,110.573
P13Q2,47.17477083333333,0.001233779,75.59093035263929,302.28724623509225,183.72592407032715,37.43705680797591,231.0400811541457,190.88773540071878,1.2351825509720247,226.69631588245295,118.5613221647651,111.39951083437347,31.289638454219247,61.554916914100566,48.16183056055171,6.690926869777156,42.84229826,30.26527845988132,13.39308635354886,18.712618650268965,660.9589692995555,718.2721055236857,821.7407598465973,0.02385,0.16203,99,0.50115,0.000474158,28,2.634666666666667,0.691,19.355,102,162.558,195.444
P13Q3,90.41833333333334,0.003580069,71.71056685731322,287.9830110706629,183.82987437092248,39.615723246285675,246.4382523124439,191.3658107818059,1.0314677455608001,216.27244421334967,104.1531366997404,96.61720028885699,31.167134420198074,63.552681735382194,49.959698876023964,6.895613939217354,45.043766016278326,32.38554731518412,13.59298285935823,18.508915719103868,611.8546876846558,679.4677329872546,--undefined--,0.022490000000000003,0.16975,184,0.49624,0.00022477,64,3.103999999999999,0.772,49.419,197,167.12,149.937
P13Q4,49.702020833333336,0.001593732,77.37827217,362.91519986962174,180.01620944883757,43.13064361549098,320.4802341410574,187.48463294291457,0.9447924823805794,285.53692769919934,182.89899042078417,175.43056692670717,32.591839059178376,63.60335308627197,49.04593118784247,6.309804566155392,45.79955574379938,31.011514027093597,14.557421898429503,17.803797342472592,604.7736074597917,689.3538012975808,799.3094138075068,0.02252,0.17497000000000001,133,0.48386,0.000391543,42,2.261333333333334,0.58,24.371,143,209.911,217.525
P13Q5,29.48425,0.000619299,72.91970142273675,382.5064945206198,177.52525953527635,44.21203993,225.9539130847812,187.60041085546916,1.6531531531531531,309.58679309788306,204.98123498534346,194.90608366515065,31.29083833366943,58.96091851440923,47.213007897238164,5.499629912493055,43.276756723631905,27.67008018,11.747910617171065,15.684161790777324,622.7138035932207,631.7830490308296,872.5307115,0.0229,0.18244,55,0.56253,0.000900901,16,3.9314583333333317,0.943,15.089,55,248.875,160.838
